id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,Latitude,Longitude
20078,2025-10-23,14:52:00,0.00,0.00,10.08,0,0.00,0.00,0.00,0.00,1,5,887,0,1,38.07,12.13,39.38,0,0
20078,2025-10-23,14:53:00,0.00,0.00,10.08,0,0.00,0.00,0.00,0.00,1,6,887,0,1,38.16,12.13,39.28,0,0
20078,2025-10-23,14:54:00,0.00,0.00,10.08,0,0.00,0.00,0.00,0.00,1,7,887,0,1,38.28,12.21,39.17,0,0
20078,2025-10-23,15:27:00,0.00,0.00,10.08,0,0.00,0.00,0.00,0.00,3,8,906,0,1,39.51,12.19,38.91,0,0
