id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,Latitude,Longitude
10344,2025-10-25,00:00:00,0.00,0.00,0.00,0.00,0,0,1,1,0.00,0.00,0.00,0,0,0.00,1,42.40,38.96,12.52,1,-7.599465,109.400057
10344,2025-10-25,00:01:00,0.00,0.00,0.00,0.00,0,1,2,1,0.00,0.00,0.00,0,0,0.00,1,42.37,38.94,12.60,1,-7.599465,109.400098
10344,2025-10-25,00:02:00,0.00,0.00,0.00,0.00,0,2,3,1,0.00,0.00,0.00,0,0,0.00,1,42.42,38.97,12.75,0,-7.599462,109.400100
10344,2025-10-25,00:03:00,0.00,0.00,0.00,0.00,0,3,4,1,0.00,0.00,0.00,0,0,0.00,1,42.35,39.01,12.68,0,-7.599473,109.400117
10344,2025-10-25,00:04:00,0.00,0.00,0.00,0.00,0,4,5,1,0.00,0.00,0.00,0,0,0.00,1,42.28,38.99,12.52,0,-7.599476,109.400078
10344,2025-10-25,00:05:00,0.00,0.00,0.00,0.00,0,5,6,1,0.00,0.00,0.00,0,0,0.00,1,42.33,38.99,12.52,0,-7.599482,109.400085
10344,2025-10-25,00:06:00,0.00,0.00,0.00,0.00,0,6,7,1,0.00,0.00,0.00,0,0,0.00,1,42.33,39.01,12.52,0,-7.599472,109.400090
10344,2025-10-25,00:07:00,0.00,0.00,0.00,0.00,0,7,8,1,0.00,0.00,0.00,0,0,0.00,1,42.37,38.96,12.93,0,-7.599445,109.400091
10344,2025-10-25,00:08:00,0.00,0.00,0.00,0.00,0,8,9,1,0.00,0.00,0.00,0,0,0.00,1,42.35,38.99,12.52,1,-7.599440,109.400068
10344,2025-10-25,00:09:00,0.00,0.00,0.00,0.00,0,9,10,1,0.00,0.00,0.00,0,0,0.00,1,42.32,38.99,12.71,1,-7.599457,109.400060
10344,2025-10-25,00:10:00,0.00,0.00,0.00,0.00,0,10,11,1,0.00,0.00,0.00,0,0,0.00,1,42.33,38.96,12.60,0,-7.599445,109.400070
10344,2025-10-25,00:11:00,0.00,0.00,0.00,0.00,0,11,12,1,0.00,0.00,0.00,0,0,0.00,1,42.36,38.96,12.64,0,-7.599480,109.400076
10344,2025-10-25,00:12:00,0.00,0.00,0.00,0.00,0,12,13,1,0.00,0.00,0.00,0,0,0.00,1,42.35,38.97,12.68,0,-7.599451,109.400056
10344,2025-10-25,00:13:00,0.00,0.00,0.00,0.00,0,13,14,1,0.00,0.00,0.00,0,0,0.00,1,42.33,38.96,12.58,0,-7.599451,109.400059
10344,2025-10-25,00:14:00,0.00,0.00,0.00,0.00,0,14,15,1,0.00,0.00,0.00,0,0,0.00,1,42.33,38.99,12.44,0,-7.599452,109.400058
10344,2025-10-25,00:15:00,0.00,0.00,0.00,0.00,0,15,16,1,0.00,0.00,0.00,0,0,0.00,1,42.39,38.97,12.93,0,-7.599447,109.400056
10344,2025-10-25,00:16:00,0.00,0.00,0.00,0.00,0,16,17,1,0.00,0.00,0.00,0,0,0.00,1,42.33,38.97,12.68,0,-7.599448,109.400082
10344,2025-10-25,00:17:00,0.00,0.00,0.00,0.00,0,17,18,1,0.00,0.00,0.00,0,0,0.00,1,42.36,38.96,12.52,1,-7.599448,109.400105
10344,2025-10-25,00:18:00,0.00,0.00,0.00,0.00,0,18,19,1,0.00,0.00,0.00,0,0,0.00,1,42.40,38.96,12.44,1,-7.599449,109.400085
10344,2025-10-25,00:19:00,0.00,0.00,0.00,0.00,0,19,20,1,0.00,0.00,0.00,0,0,0.00,1,42.40,38.94,12.68,1,-7.599453,109.400090
10344,2025-10-25,00:20:00,0.00,0.00,0.00,0.00,0,20,21,1,0.00,0.00,0.00,0,0,0.00,1,42.38,38.93,12.52,1,-7.599451,109.400089
10344,2025-10-25,00:21:00,0.00,0.00,0.00,0.00,0,21,22,1,0.00,0.00,0.00,0,0,0.00,1,42.45,38.93,12.68,1,-7.599466,109.400111
10344,2025-10-25,00:22:00,0.00,0.00,0.00,0.00,0,22,23,1,0.00,0.00,0.00,0,0,0.00,1,42.40,38.93,12.44,1,-7.599463,109.400093
10344,2025-10-25,00:23:00,0.00,0.00,0.00,0.00,0,23,24,1,0.00,0.00,0.00,0,0,0.00,1,42.44,38.92,12.64,1,-7.599466,109.400083
10344,2025-10-25,00:24:00,0.00,0.00,0.00,0.00,0,24,25,1,0.00,0.00,0.00,0,0,0.00,1,42.45,38.92,12.44,1,-7.599446,109.400081
10344,2025-10-25,00:25:00,0.00,0.00,0.00,0.00,0,25,26,1,0.00,0.00,0.00,0,0,0.00,1,42.40,38.93,12.60,1,-7.599470,109.400071
10344,2025-10-25,00:26:00,0.00,0.00,0.00,0.00,0,26,27,1,0.00,0.00,0.00,0,0,0.00,1,42.45,38.94,12.52,1,-7.599443,109.400080
10344,2025-10-25,00:27:00,0.00,0.00,0.00,0.00,0,27,28,1,0.00,0.00,0.00,0,0,0.00,1,42.31,38.97,12.44,1,-7.599453,109.400085
