id_alat,tanggal,jam,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,Latitude,Longitude
10344,2025-10-21,00:00:00,0.00,0.00,0.00,0.00,0,0,1,1,0.00,0.00,0.00,0,0,0.00,1,39.63,39.14,12.68,1,-7.599479,109.400096
10344,2025-10-21,00:01:00,0.00,0.00,0.00,0.00,0,1,2,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.17,12.52,1,-7.599466,109.400075
10344,2025-10-21,00:02:00,0.00,0.00,0.00,0.00,0,2,3,1,0.00,0.00,0.00,0,0,0.00,1,39.58,39.16,12.60,0,-7.599477,109.400088
10344,2025-10-21,00:03:00,0.00,0.00,0.00,0.00,0,3,4,1,0.00,0.00,0.00,0,0,0.00,1,39.55,39.21,12.64,0,-7.599488,109.400114
10344,2025-10-21,00:04:00,0.00,0.00,0.00,0.00,0,4,5,1,0.00,0.00,0.00,0,0,0.00,1,39.55,39.22,12.93,0,-7.599486,109.400108
10344,2025-10-21,00:05:00,0.00,0.00,0.00,0.00,0,5,6,1,0.00,0.00,0.00,0,0,0.00,1,39.42,39.27,12.60,1,-7.599491,109.400107
10344,2025-10-21,00:06:00,0.00,0.00,0.00,0.00,0,6,7,1,0.00,0.00,0.00,0,0,0.00,1,39.53,39.24,12.60,0,-7.599470,109.400116
10344,2025-10-21,00:07:00,0.00,0.00,0.00,0.00,0,7,8,1,0.00,0.00,0.00,0,0,0.00,1,39.51,39.24,12.64,1,-7.599471,109.400118
10344,2025-10-21,00:08:00,0.00,0.00,0.00,0.00,0,8,9,1,0.00,0.00,0.00,0,0,0.00,1,39.53,39.20,12.68,0,-7.599490,109.400121
10344,2025-10-21,00:09:00,0.00,0.00,0.00,0.00,0,9,10,1,0.00,0.00,0.00,0,0,0.00,1,39.57,39.22,12.60,0,-7.599503,109.400119
10344,2025-10-21,00:10:00,0.00,0.00,0.00,0.00,0,10,11,1,0.00,0.00,0.00,0,0,0.00,1,39.54,39.18,12.64,0,-7.599472,109.400127
10344,2025-10-21,00:11:00,0.00,0.00,0.00,0.00,0,11,12,1,0.00,0.00,0.00,0,0,0.00,1,39.58,39.20,12.52,0,-7.599471,109.400110
10344,2025-10-21,00:12:00,0.00,0.00,0.00,0.00,0,12,13,1,0.00,0.00,0.00,0,0,0.00,1,39.55,39.18,12.64,0,-7.599497,109.400125
10344,2025-10-21,00:13:00,0.00,0.00,0.00,0.00,0,13,14,1,0.00,0.00,0.00,0,0,0.00,1,39.55,39.21,12.77,0,-7.599499,109.400107
10344,2025-10-21,00:14:00,0.00,0.00,0.00,0.00,0,14,15,1,0.00,0.00,0.00,0,0,0.00,1,39.54,39.22,12.60,0,-7.599486,109.400101
10344,2025-10-21,00:15:00,0.00,0.00,0.00,0.00,0,15,16,1,0.00,0.00,0.00,0,0,0.00,1,39.58,39.22,12.68,1,-7.599482,109.400083
10344,2025-10-21,00:16:00,0.00,0.00,0.00,0.00,0,16,17,1,0.00,0.00,0.00,0,0,0.00,1,39.57,39.21,12.95,0,-7.599488,109.400064
10344,2025-10-21,00:17:00,0.00,0.00,0.00,0.00,0,17,18,1,0.00,0.00,0.00,0,0,0.00,1,39.59,39.20,12.52,1,-7.599504,109.400090
10344,2025-10-21,00:18:00,0.00,0.00,0.00,0.00,0,18,19,1,0.00,0.00,0.00,0,0,0.00,1,39.64,39.17,12.44,1,-7.599500,109.400115
10344,2025-10-21,00:19:00,0.00,0.00,0.00,0.00,0,19,20,1,0.00,0.00,0.00,0,0,0.00,1,39.69,39.17,12.64,1,-7.599496,109.400107
10344,2025-10-21,00:20:00,0.00,0.00,0.00,0.00,0,20,21,1,0.00,0.00,0.00,0,0,0.00,1,39.64,39.17,12.62,1,-7.599501,109.400108
10344,2025-10-21,00:21:00,0.00,0.00,0.00,0.00,0,21,22,1,0.00,0.00,0.00,0,0,0.00,1,39.66,39.20,12.68,1,-7.599507,109.400081
10344,2025-10-21,00:22:00,0.00,0.00,0.00,0.00,0,22,23,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.16,12.68,1,-7.599506,109.400085
10344,2025-10-21,00:23:00,0.00,0.00,0.00,0.00,0,23,24,1,0.00,0.00,0.00,0,0,0.00,1,39.70,39.20,12.60,1,-7.599486,109.400080
10344,2025-10-21,00:24:00,0.00,0.00,0.00,0.00,0,24,25,1,0.00,0.00,0.00,0,0,0.00,1,39.72,39.21,12.58,1,-7.599459,109.400078
10344,2025-10-21,00:25:00,0.00,0.00,0.00,0.00,0,25,26,1,0.00,0.00,0.00,0,0,0.00,1,39.66,39.21,12.64,1,-7.599478,109.400079
10344,2025-10-21,00:26:00,0.00,0.00,0.00,0.00,0,26,27,1,0.00,0.00,0.00,0,0,0.00,1,39.70,39.18,12.52,1,-7.599490,109.400107
10344,2025-10-21,00:27:00,0.00,0.00,0.00,0.00,0,27,28,1,0.00,0.00,0.00,0,0,0.00,1,39.69,39.18,12.52,1,-7.599507,109.400102
10344,2025-10-21,00:28:00,0.00,0.00,0.00,0.00,0,28,29,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.20,12.52,1,-7.599495,109.400078
10344,2025-10-21,00:29:00,0.00,0.00,0.00,0.00,0,29,30,1,0.00,0.00,0.00,0,0,0.00,1,39.71,39.17,12.60,1,-7.599496,109.400083
10344,2025-10-21,00:30:00,0.00,0.00,0.00,0.00,0,30,31,1,0.00,0.00,0.00,0,0,0.00,1,39.66,39.21,12.44,1,-7.599462,109.400085
10344,2025-10-21,00:31:00,0.00,0.00,0.00,0.00,0,31,32,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.21,12.64,1,-7.599472,109.400072
10344,2025-10-21,00:32:00,0.00,0.00,0.00,0.00,0,32,33,1,0.00,0.00,0.00,0,0,0.00,1,39.71,39.20,12.60,1,-7.599499,109.400090
10344,2025-10-21,00:33:00,0.00,0.00,0.00,0.00,0,33,34,1,0.00,0.00,0.00,0,0,0.00,1,39.72,39.20,12.60,1,-7.599490,109.400095
10344,2025-10-21,00:34:00,0.00,0.00,0.00,0.00,0,34,35,1,0.00,0.00,0.00,0,0,0.00,1,39.72,39.21,12.68,1,-7.599465,109.400095
10344,2025-10-21,00:35:00,0.00,0.00,0.00,0.00,0,35,36,1,0.00,0.00,0.00,0,0,0.00,1,39.69,39.20,12.64,1,-7.599497,109.400101
10344,2025-10-21,00:36:00,0.00,0.00,0.00,0.00,0,36,37,1,0.00,0.00,0.00,0,0,0.00,1,39.75,39.20,12.52,1,-7.599486,109.400103
10344,2025-10-21,00:37:00,0.00,0.00,0.00,0.00,0,37,38,1,0.00,0.00,0.00,0,0,0.00,1,39.76,39.20,12.60,1,-7.599497,109.400125
10344,2025-10-21,00:38:00,0.00,0.00,0.00,0.00,0,38,39,1,0.00,0.00,0.00,0,0,0.00,1,39.80,39.21,12.64,1,-7.599493,109.400098
10344,2025-10-21,00:39:00,0.00,0.00,0.00,0.00,0,39,40,1,0.00,0.00,0.00,0,0,0.00,1,39.75,39.22,12.68,1,-7.599496,109.400097
10344,2025-10-21,00:40:00,0.00,0.00,0.00,0.00,0,40,41,1,0.00,0.00,0.00,0,0,0.00,1,39.78,39.24,12.68,1,-7.599482,109.400100
10344,2025-10-21,00:41:00,0.00,0.00,0.00,0.00,0,41,42,1,0.00,0.00,0.00,0,0,0.00,1,39.76,39.24,12.56,1,-7.599498,109.400064
10344,2025-10-21,00:42:00,0.00,0.00,0.00,0.00,0,42,43,1,0.00,0.00,0.00,0,0,0.00,1,39.76,39.22,12.60,1,-7.599477,109.400072
10344,2025-10-21,00:43:00,0.00,0.00,0.00,0.00,0,43,44,1,0.00,0.00,0.00,0,0,0.00,1,39.72,39.25,12.52,1,-7.599463,109.400064
10344,2025-10-21,00:44:00,0.00,0.00,0.00,0.00,0,44,45,1,0.00,0.00,0.00,0,0,0.00,1,39.75,39.25,12.71,1,-7.599487,109.400101
10344,2025-10-21,00:45:00,0.00,0.00,0.00,0.00,0,45,46,1,0.00,0.00,0.00,0,0,0.00,1,39.69,39.29,12.64,1,-7.599498,109.400126
10344,2025-10-21,00:46:00,0.00,0.00,0.00,0.00,0,46,47,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.29,12.68,1,-7.599490,109.400080
10344,2025-10-21,00:47:00,0.00,0.00,0.00,0.00,0,47,48,1,0.00,0.00,0.00,0,0,0.00,1,39.62,39.37,12.52,1,-7.599472,109.400086
10344,2025-10-21,00:48:00,0.00,0.00,0.00,0.00,0,48,49,1,0.00,0.00,0.00,0,0,0.00,1,39.68,39.34,12.60,1,-7.599486,109.400099
10344,2025-10-21,00:49:00,0.00,0.00,0.00,0.00,0,49,50,1,0.00,0.00,0.00,0,0,0.00,1,39.66,39.31,12.68,1,-7.599522,109.400103
10344,2025-10-21,00:50:00,0.00,0.00,0.00,0.00,0,50,51,1,0.00,0.00,0.00,0,0,0.00,1,39.65,39.28,12.60,1,-7.599513,109.400097
10344,2025-10-21,00:51:00,0.00,0.00,0.00,0.00,0,51,52,1,0.00,0.00,0.00,0,0,0.00,1,39.73,39.29,12.54,1,-7.599486,109.400103
10344,2025-10-21,00:52:00,0.00,0.00,0.00,0.00,0,52,53,1,0.00,0.00,0.00,0,0,0.00,1,39.73,39.31,12.93,1,-7.599486,109.400091
10344,2025-10-21,00:53:00,0.00,0.00,0.00,0.00,0,53,54,1,0.00,0.00,0.00,0,0,0.00,1,39.75,39.32,12.52,1,-7.599501,109.400110
10344,2025-10-21,00:54:00,0.00,0.00,0.00,0.00,0,54,55,1,0.00,0.00,0.00,0,0,0.00,1,39.75,39.29,12.60,1,-7.599500,109.400087
10344,2025-10-21,00:55:00,0.00,0.00,0.00,0.00,0,55,56,1,0.00,0.00,0.00,0,0,0.00,1,39.73,39.32,12.60,1,-7.599497,109.400108
